Title,Year,Age,IMDb,Rotten Tomatoes
Mayans M.C.,2018,18+,7.5,86%
The Unit,2006,16+,8.1,84%
I Love Lucy,1951,all,8.4,none
Nashville,2012,7+,7.7,90%
NYPD Blue,1993,18+,7.5,84%
Ramy,2019,18+,8,97%
Don't Trust the B---- in Apartment 23,2012,16+,7.3,85%
MythBusters,2003,7+,8.3,none
The Goldbergs,2013,7+,8.1,none
Letterkenny,2016,18+,8.7,none
Cougar Town,2009,7+,6.9,89%
Regular Show,2010,7+,8.4,none
Motherland: Fort Salem,2020,16+,6.9,58%
Bunheads,2012,16+,7.6,100%
CSI: Crime Scene Investigation,2000,16+,7.6,none
One Tree Hill,2003,16+,7.6,none
Afro Samurai,2007,18+,7.7,100%
Graceland,2013,16+,7.7,86%
Scream Queens,2015,16+,7.1,75%
Genius,2017,7+,8.4,70%
The Looming Tower,2018,18+,8,88%
The Promised Neverland,2019,18+,8.8,none
Pinky and the Brain,1995,all,7.9,75%
Married... with Children,1987,7+,8,none
Last Man Standing,2011,16+,7.6,none
Emergence,2019,16+,7.2,94%
Terriers,2010,18+,8.4,92%
UnREAL,2015,18+,7.8,82%
Blackadder,1983,7+,8.1,none
The Hitchhiker's Guide to the Galaxy,1981,7+,8,67%
Witches of East End,2013,16+,7.6,65%
The Wonder Years,1988,7+,8.3,none
Robot Chicken,2005,18+,7.7,none
Harlots,2017,18+,7.7,98%
Good Behavior,2016,16+,8.1,78%
The Golden Girls,1985,7+,7.9,none
RuPaul's Drag Race All Stars,2012,16+,8.6,70%
Will & Grace,1998,16+,7.2,none
The Outer Limits,1963,7+,8.2,91%
Salem,2014,18+,7.1,82%
The Hot Zone,2019,16+,7.3,90%
Baskets,2016,18+,7.5,92%
Make It or Break It,2009,16+,7.5,79%
The Great,2020,none,7.8,81%
Sliders,1995,7+,7.4,none
The Amazing World of Gumball,2011,7+,8.2,none
A Million Little Things,2018,16+,7.9,53%
Man Seeking Woman,2015,18+,7.7,93%
Wu-Tang: An American Saga,2019,18+,8.3,80%
Ally McBeal,1997,16+,6.8,61%
Siren,2018,16+,7,none
The Detour,2016,7+,7.7,90%
Kaguya-sama: Love is War,2019,16+,8.1,none
My Mad Fat Diary,2013,16+,8.4,95%
High School DxD,2012,18+,7.6,none
Face Off,2011,7+,8.2,none
Mom,2013,16+,7.2,none
Full House,1987,all,6.7,none
ER,1994,16+,7.7,none
PEN15,2019,18+,7.9,93%
Roseanne,1988,7+,7,76%
Touch,2012,7+,7.4,68%
Sesame Street,1969,all,8.1,none
Hell's Kitchen,2005,16+,7.1,none
Shark Tank,2009,7+,7.6,none
The Baker and the Beauty,2020,7+,7.1,86%
The Amazing Race,2001,7+,7.6,none
Daria,1997,16+,8,none
War and Peace,2016,16+,8.2,none
SIX,2017,18+,7.3,62%
Legit,2013,18+,8.2,96%
Star vs. the Forces of Evil,2015,7+,8,none
The Brady Bunch,1969,all,6.7,77%
Chicago Med,2015,16+,7.5,none
Ghost Adventures,2008,7+,7.5,none
Body of Proof,2011,16+,7.1,76%
Roots,2016,16+,7.9,96%
Ghost Whisperer,2005,7+,6.3,none
Digimon Adventure,1999,7+,7.3,none
Whitechapel,2009,7+,7.9,75%
Tyrant,2014,18+,7.8,60%
Breeders,2020,18+,7.1,83%
Ben 10,2005,7+,7.2,none
Alfred Hitchcock Presents,1955,16+,8.5,none
Solar Opposites,2020,18+,8.2,none
Everything's Gonna Be Okay,2020,16+,7,94%
Roswell,1999,16+,7.5,none
Casual,2015,16+,7.5,92%
Psycho-Pass,2012,16+,8.2,none
Boruto: Naruto Next Generations,2017,16+,7.1,none
Battlestar Galactica,1978,7+,7.2,33%
Chance,2016,16+,7.7,75%
Shameless,2004,18+,8,none
Yu Yu Hakusho,1992,16+,8.4,100%
Jane Eyre,2006,7+,8.3,none
Dexter's Laboratory,1996,all,7.9,none
WWE Raw,1993,7+,7.8,none
Pretty Little Liars: The Perfectionists,2019,16+,7.1,100%
Greek,2007,16+,7.5,75%
Flashpoint,2008,16+,7.7,none
The Wrong Mans,2013,18+,7.8,95%
Legends,2014,16+,7.5,56%
Black Clover,2017,16+,8,none
Shrill,2019,18+,7.4,87%
Underground,2016,18+,7.7,96%
The Path,2016,18+,7.3,77%
Lodge 49,2018,16+,7.5,93%
King of the Hill,1997,7+,7.3,none
Deadliest Catch,2005,7+,7.8,none
Angie Tribeca,2016,16+,7,96%
Prodigal Son,2019,16+,8.2,54%
Single Parents,2018,7+,7,75%
S.W.A.T.,2017,16+,7,none
Doc Martin,2004,7+,8.3,none
Trust,2018,18+,7.5,78%
The Fairly OddParents,2001,all,7.2,none
The Glades,2010,16+,7.5,59%
Top Chef,2006,16+,7.5,none
10 Things I Hate About You,2009,16+,7.3,88%
Teenage Mutant Ninja Turtles,2012,7+,7.8,none
Das Boot,2018,none,7.3,85%
Hey Arnold!,1996,all,7.6,none
NOS4A2,2019,16+,6.7,68%
Baby Daddy,2012,16+,7.3,none
Happy Days,1974,7+,7.4,none
Murdoch Mysteries,2008,7+,8.1,none
Brothers and Sisters,2006,16+,7.3,none
Alone,2015,16+,8.4,none
Twisted,2013,16+,7.3,73%
Making It,2018,7+,7.9,100%
Queen Sugar,2016,16+,7.7,97%
Miranda,2009,7+,8.1,none
Mary Kills People,2017,18+,7.5,100%
Leah Remini: Scientology and the Aftermath,2016,16+,9.1,none
America's Next Top Model,2003,7+,5.5,none
I Am the Night,2019,7+,7,74%
Holey Moley,2019,7+,6.7,91%
Kamisama Kiss,2012,7+,8.1,none
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8,none
The Legend of the Blue Sea,2016,none,8.1,none
"Sabrina, the Teenage Witch",1996,all,6.6,none
The Split,2018,none,7.6,73%
Airwolf,1984,7+,6.7,none
Bleak House,2005,16+,8.3,none
American Housewife,2016,7+,7.3,none
Monster Musume: Everyday Life with Monster Girls,2017,18+,6.7,none
Claws,2017,18+,7.3,90%
Metalocalypse,2006,18+,8.2,none
Highschool of the Dead,2010,18+,7.2,none
The Musketeers,2014,16+,7.8,none
The Eric Andre Show,2012,18+,8.6,none
Noragami,2014,16+,7.9,none
My Teen Romantic Comedy SNAFU,2013,16+,7.8,none
The First 48,2004,18+,8.2,none
Sealab 2021,2000,16+,7.9,74%
Deutschland 86,2018,none,7.6,100%
Rugrats,1991,all,7.4,none
Atlantis,2013,7+,6.6,62%
Reprisal,2019,18+,7.5,44%
The Event,2010,16+,7,67%
Danny Phantom,2004,7+,7.1,none
Life in Pieces,2015,7+,8,none
X-Men: Evolution,2000,7+,7.9,none
Cardinal,2017,16+,7.7,none
Spiral,2005,7+,8.5,none
Good Luck Charlie,2010,all,7,none
Overlord,2015,18+,7.8,none
Pawn Stars,2009,7+,7.2,none
American Gothic,1995,7+,8.1,67%
LEGO Masters,2020,7+,7.2,67%
Anthony Bourdain: No Reservations,2005,7+,8.4,none
Dawson's Creek,1998,16+,6.6,none
Taxi,1978,7+,7.6,none
Bless This Mess,2019,7+,6.7,82%
Forged in Fire,2015,7+,8.4,none
Schooled,2019,7+,6.9,73%
Robin of Sherwood,1984,none,8.5,none
Assassination Classroom,2015,16+,8,none
The Mick,2017,16+,7.8,none
Yu-Gi-Oh! GX,2004,all,6.7,none
The League of Gentlemen,1999,18+,8.4,none
Black Lagoon,2006,18+,8,none
Silent Witness,1996,16+,7.8,none
DARLING in the FRANXX,2018,16+,7.3,none
Diabolik Lovers,2013,16+,5.3,none
Numb3rs,2006,7+,6.9,none
The Masked Singer,2019,7+,6.3,none
Naked and Afraid,2013,16+,6.6,none
Friday Night Dinner,2011,18+,8.1,none
Fire Force,2019,7+,7.7,none
Station 19,2018,16+,6.5,none
The Future Diary,2011,18+,7.6,none
Saved by the Bell,1989,all,7,none
Breakout Kings,2011,16+,7.3,41%
The Ultimate Fighter,2005,16+,7.8,none
Ergo Proxy,2006,16+,8,none
Saving Hope,2012,16+,7.5,none
The Bold Type,2017,16+,8,none
Pitch,2016,16+,7.4,94%
How the Universe Works,2010,7+,9,none
Dragon Ball GT,1996,7+,6.8,none
The Long Road Home,2017,18+,7.5,77%
Crayon Shin-chan,1992,7+,7.9,none
Intervention,2005,16+,7.9,none
The Outer Limits,1995,18+,7.7,none
Outsourced,2010,16+,7.5,20%
60 Days In,2016,16+,7.7,none
Into the Dark,2018,18+,6.3,74%
Clique,2017,7+,7,100%
The Son,2017,16+,7.5,52%
Songland,2019,7+,7.7,67%
Lincoln Rhyme: Hunt for the Bone Collector,2020,16+,6.9,30%
Saving Grace,2007,18+,7.6,73%
90 Day Fiancé,2014,16+,6.3,none
"Beverly Hills, 90210",1990,7+,6.3,none
Darker than Black,2007,16+,7.7,none
MasterChef,2010,16+,7.3,none
This Country,2017,16+,8.5,96%
Kitchen Nightmares,2007,16+,7.4,none
90 Day Fiancé: Before the 90 Days,2017,16+,6.7,none
Remington Steele,1982,7+,7.2,none
Tyler Perry's If Loving You Is Wrong,2014,16+,5.8,none
Highlander: The Series,1992,16+,7.2,none
Lark Rise to Candleford,2008,7+,8.1,none
Catfish: The TV Show,2012,16+,7.1,none
Agatha Christie's Marple,2004,16+,7.7,none
Monogatari,2009,16+,8,none
Project Runway,2004,16+,7.3,none
The First,2018,18+,6.7,68%
9-1-1: Lone Star,2020,16+,6.4,none
Sense and Sensibility,2008,16+,8,none
Homicide Hunter: Lt Joe Kenda,2011,16+,8.8,none
Seraph of the End,2015,16+,7.5,none
Gangland Undercover,2015,16+,8.2,none
Party of Five,1994,7+,6.8,none
Devious Maids,2013,7+,7.8,none
Digimon Tamers,2001,7+,7.7,none
Drunk History,2013,16+,7.8,none
The Penguins of Madagascar,2009,7+,7.6,none
The Purge,2018,18+,6.4,42%
Survivorman,2004,7+,8.2,none
Higurashi When They Cry,2006,18+,8,none
Melissa & Joey,2010,7+,7,none
River Monsters,2009,7+,8.2,none
General Hospital,1963,7+,6.5,none
Scott & Bailey,2011,7+,7.9,none
Dollface,2019,none,7.4,50%
Upstairs Downstairs,2010,7+,7.4,none
Difficult People,2015,18+,7,95%
Apple Tree Yard,2017,18+,7.1,92%
Man vs. Wild,2006,7+,8.1,none
Good Trouble,2019,16+,7.4,none
While You Were Sleeping,2017,none,8.4,none
Mr. Pickles,2014,18+,7.3,none
Log Horizon,2013,16+,7.7,none
DCI Banks,2011,18+,7.6,none
Prisoners of War,2010,none,8.4,100%
The Fades,2011,18+,7.8,none
The Firm,2012,16+,7,39%
Fruits Basket,2019,7+,8.3,none
Adam-12,1968,7+,7.5,none
Kenichi The Mightiest Disciple,2006,16+,8.2,none
The Joy of Painting,1983,all,9.4,none
Gold Rush,2011,7+,7.3,none
Lupin the Third,1971,16+,7.9,none
McLeod's Daughters,2001,16+,7.2,none
Hill Street Blues,1981,16+,8.1,none
Brickleberry,2012,18+,7.4,none
The Tonight Show Starring Jimmy Fallon,2014,16+,7.3,none
Jeopardy!,1964,all,8.2,none
Family Matters,1989,all,6.5,none
Foster's Home for Imaginary Friends,2004,7+,7.6,none
National Treasure,2016,16+,7.4,91%
Kojak,1973,16+,7.1,none
Time After Time,2017,16+,6.7,67%
Star,2016,16+,6.6,none
The Marvelous Misadventures of Flapjack,2008,7+,7.8,none
Expedition Unknown,2015,7+,8.2,none
I'm Dying Up Here,2017,18+,7.4,51%
Fixer Upper,2013,all,8.3,none
The Familiar of Zero,2006,16+,7.1,none
The Voice,2011,7+,6.5,none
Wings,1990,7+,7.2,none
The Cool Kids,2018,16+,7,65%
The Pink Panther Show,1964,all,7.6,none
The Guardian,2001,7+,7.4,none
The Conners,2018,7+,5.3,89%
Garfield and Friends,1988,7+,7.3,none
New Tricks,2003,16+,7.8,none
Wolfblood,2013,7+,7.7,none
Fast N' Loud,2012,16+,7.5,none
A.N.T. Farm,2011,all,5,none
Shiki,2010,18+,7.7,none
Real Humans,2012,16+,7.9,none
What's Wrong with Secretary Kim,2018,all,8.1,none
Land of Honor,2014,16+,7.9,none
Banished,2015,18+,7.4,none
Samantha Who?,2007,7+,7.3,77%
The Powerpuff Girls,1998,7+,7.2,none
Being Erica,2009,16+,7.5,none
False Flag,2015,none,7.8,none
Dark Shadows,1966,7+,7.5,none
"Diners, Drive-Ins and Dives",2007,all,7.3,none
Tyler Perry's The Haves and the Have Nots,2013,none,6,none
Shots Fired,2017,16+,6.4,84%
Four Weddings and a Funeral,2019,none,7.1,43%
Second Chance,2016,16+,7.5,none
K.C. Undercover,2015,all,6.1,none
Doug,1991,all,7.4,none
Detroit 1-8-7,2010,16+,7.6,83%
The Carmichael Show,2015,7+,7.6,86%
Spy,2011,7+,7.9,100%
24: Legacy,2017,16+,6.2,59%
Ranma ½,1989,16+,7.9,none
Harrow,2018,none,7.6,none
Medium,2005,16+,6.9,none
World of Dance,2017,7+,7,none
Coronation Street,1960,7+,5.5,none
How It's Made,2001,all,7.8,none
Life Below Zero,2013,7+,8,none
T@gged,2016,16+,7.3,none
The Bob Newhart Show,1972,all,8.1,none
The PJs,1999,16+,6.6,none
Moone Boy,2012,16+,8.1,none
Ghosted,2017,7+,6.2,59%
The Mary Tyler Moore Show,1970,7+,8.1,none
Unsolved Mysteries,1987,7+,8.3,none
The Practice,1997,16+,7.7,none
Oh My Venus,2015,none,7.8,none
The Secret Life of the American Teenager,2008,16+,4.9,none
Married at First Sight,2014,16+,6.3,none
American Ninja Warrior,2009,7+,6.8,none
House Hunters,1999,all,8.2,none
Little Britain,2003,18+,7.6,none
American Pickers,2010,7+,7,none
Sailor Moon Crystal,2014,16+,7.9,none
Chowder,2007,7+,7.3,none
mixed-ish,2019,7+,6.2,80%
Thief,2006,18+,7.5,81%
Nightwatch,2015,16+,8.9,none
Dirty Sexy Money,2007,16+,7.2,68%
Big Time Rush,2009,all,6.2,none
Snow White with the Red Hair,2015,16+,7.8,none
The Three Stooges,1934,all,8.6,none
RuPaul's Drag Race: Untucked,2010,16+,7.9,none
The Lord of the Skies,2013,16+,6.8,none
Deputy,2020,16+,6.1,40%
Eli Stone,2008,7+,7.6,60%
Penn & Teller: Bullshit!,2003,18+,8.2,none
Shark,2006,16+,7.1,52%
Mistresses,2013,16+,7.1,none
Murder in the First,2014,18+,7.2,none
Shut Eye,2016,18+,7.4,43%
Chopped,2009,all,7.5,none
Teen Titans Go!,2013,7+,5.2,none
Running Wild with Bear Grylls,2014,7+,7.7,none
The Thundermans,2013,all,5.7,none
Horrible Histories,2009,7+,8.8,none
Space Dandy,2014,16+,8.1,83%
Fosse/Verdon,2019,18+,7.9,81%
The Story of Film: An Odyssey,2011,none,8.5,none
The Adventures of Jimmy Neutron: Boy Genius,2002,all,6.7,none
Kimi ni Todoke: From Me to You,2009,7+,7.8,none
Diff'rent Strokes,1978,all,6.6,none
Blue Spring Ride,2014,none,7.4,none
Full Metal Panic!,2002,16+,7.6,none
Dance Moms,2011,7+,4.6,none
GameFace,2017,none,7.7,83%
The Rifleman,1958,7+,8.3,none
Light as a Feather,2018,16+,6.6,44%
The Greatest American Hero,1981,7+,7.3,none
Speechless,2016,7+,7.6,none
St. Elsewhere,1982,7+,7.8,none
Travel Man: 48 Hours in...,2015,7+,8.3,none
The Incredible Dr. Pol,2011,7+,8.6,none
Street Outlaws,2013,7+,6.7,none
Stan Against Evil,2016,18+,7.3,none
The Dead Files,2011,7+,6.8,none
Bluestone 42,2013,16+,8,none
Persona 4 The Animation,2011,7+,7.6,none
American Idol,2002,7+,4.1,68%
Look Around You,2002,7+,8.4,none
D.Gray-man,2006,16+,7.7,none
Braquo,2009,7+,8,none
Jeremiah,2002,18+,7,none
Spice and Wolf,2008,16+,8,none
X Company,2015,16+,7.7,none
Almost Family,2019,16+,6.3,24%
Bakuman,2010,16+,8,none
Fruits Basket,2001,7+,7.9,none
Dharma & Greg,1997,16+,6.3,none
Blood Blockade Battlefront,2015,18+,7.2,none
Man v. Food,2008,all,7.3,none
Storage Wars,2010,7+,6.4,none
World Trigger,2014,16+,7.5,none
Reba,2001,7+,6.5,none
Haven't You Heard? I'm Sakamoto,2016,16+,7.2,none
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18+,7.1,none
Beyond Scared Straight,2011,18+,7.3,none
The Fall Guy,1981,7+,7.1,none
Toriko,2011,7+,7.3,none
Pasión Prohibida,2013,none,8.4,none
How Not to Summon a Demon Lord,2018,18+,7,none
Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,7.3,none
Lip Service,2010,18+,7.4,none
Find Me in Paris,2018,all,7.3,none
Rev.,2010,16+,7.9,none
Rosario + Vampire,2008,18+,7,none
The Riches,2007,18+,7.8,none
The Beverly Hillbillies,1962,all,7.1,none
Zac & Mia,2017,16+,8.1,none
Step by Step,1991,all,6.5,none
Outnumbered,2007,7+,8,none
The Accident,2019,none,6,92%
Dimension 404,2017,7+,6.6,80%
Laverne & Shirley,1976,all,6.9,none
The Most Dangerous Animal of All,2020,16+,6.2,73%
The Kennedys,2011,18+,7.6,none
Him & Her,2010,16+,7.8,none
Un village français,2009,none,8.3,none
Alone Together,2018,16+,6.3,62%
Love Stage!!,2014,18+,7.3,none
Burden of Truth,2018,16+,7.2,none
Tiny Toon Adventures,1990,all,7.5,none
Inside Amy Schumer,2013,18+,6,86%
The White Shadow,1978,none,8,none
WWE NXT,2010,7+,7.7,none
Your Pretty Face Is Going to Hell,2013,18+,7.7,none
The Incredible Hulk,1978,7+,7,none
The Biggest Loser,2004,7+,5.4,none
Dice,2016,18+,7.4,33%
Good Bones,2015,none,7.3,none
Yona of the Dawn,2014,16+,8.1,none
Dates,2013,none,7.5,88%
Duncanville,2020,16+,5.6,89%
Bluff City Law,2019,16+,6.8,36%
MEGALOBOX,2018,16+,7.8,none
Rosewood,2015,16+,6.7,9%
20/20,1978,none,6.6,none
Hellsing,2001,16+,7.9,none
Infinite Stratos,2011,18+,6.7,none
Plastic Memories,2015,16+,7.3,none
Midnattssol,2016,7+,7.5,none
Intruders,2014,16+,6.7,39%
Bad Banks,2018,7+,8,none
WWE Friday Night SmackDown,1999,7+,7.3,none
Melrose Place,1992,16+,5.8,none
To Love-Ru,2008,18+,6.9,none
Locked Up Abroad,2006,16+,8.2,none
Wiseguy,1987,7+,7.8,none
Graves,2016,18+,6.5,50%
Popeye the Sailor,1960,all,7.1,none
Perfect Harmony,2019,7+,6.6,62%
City Homicide,2001,none,7.4,none
Hillary,2020,18+,5.9,77%
Mountain Men,2012,7+,7.3,none
Baywatch,1989,7+,5.3,none
MasterChef Junior,2013,all,6.7,none
Property Brothers,2011,all,7.2,none
The Odd Couple,2015,7+,6.4,none
Kingdom,2007,none,7.9,none
Guilty Crown,2011,16+,7.1,none
A Certain Scientific Railgun,2009,16+,7.5,none
Mister Ed,1961,all,7,none
Sonic Boom,2014,7+,7,none
Cardfight!! Vanguard,2011,16+,7.2,none
The Bastard Executioner,2015,18+,6.2,47%
Clarence,2014,7+,6.5,none
Utopia Falls,2020,7+,4.9,43%
Dual Survival,2010,16+,7.5,none
Alias Smith and Jones,1971,7+,7.6,none
House Hunters International,2006,all,7,none
Danganronpa: The Animation,2013,18+,6.9,none
Naked and Afraid XL,2015,16+,7.3,none
Ben 10: Omniverse,2012,7+,5.7,none
The Qwaser of Stigmata,2010,18+,5.5,none
Haganai: I Don't Have Many Friends,2011,18+,7.2,none
American Gladiators,1989,7+,6.5,none
OK K.O.! Let's Be Heroes,2017,7+,7.1,none
The Real Housewives of Beverly Hills,2010,16+,4.8,none
Silk Stalkings,1991,16+,6.5,none
Packed to the Rafters,2008,18+,7.4,none
Damien,2016,16+,6.9,11%
Taggart,1983,18+,7.2,none
The Asterisk War,2015,16+,6.8,none
Hard Sun,2018,18+,6.6,48%
Justice League Action,2016,7+,7.7,none
Some Girls,2012,16+,7.6,none
Perfect Strangers,1986,7+,7.2,none
Lost in Space,1965,all,7.2,none
The Game,2006,16+,6.7,none
Love Island,2015,none,5.1,none
America's Got Talent,2006,7+,5.8,none
Ironside,1967,7+,6.9,none
Deadbeat,2014,16+,7.5,none
Cutthroat Kitchen,2013,all,7.2,none
The Fruit of Grisaia,2014,18+,7.1,none
Whose Line Is It Anyway? (UK),1988,7+,8.2,none
Chivalry of a Failed Knight,2015,18+,7.4,none
Alaska: The Last Frontier,2011,16+,7.7,none
Married,2014,18+,7,56%
Every Witch Way,2014,7+,5,none
Baghdad Central,2020,none,7.1,88%
Living Single,1993,7+,7.3,none
Clannad After Story,2009,7+,8.6,none
Just Between Lovers,2017,none,8,none
Grimgar of Fantasy and Ash,2016,16+,7.5,none
Wallander,2005,none,7.6,none
Deadly Women,2005,16+,8,none
Fear Factor,2001,7+,5.6,none
My Life as a Teenage Robot,2003,all,7,none
Vanderpump Rules,2013,16+,5.4,none
The Last Alaskans,2015,18+,8.5,none
This Way Up,2019,none,7.7,93%
D.Gray-man Hallow,2016,16+,7.7,none
My 600-lb Life,2012,16+,6.6,none
WATAMOTE,2013,16+,7.3,none
My Love Story!!,2015,7+,7.8,none
Love Island Australia,2018,18+,5.4,none
"Doogie Howser, M.D.",1989,7+,6.5,none
grown-ish,2018,16+,6.4,none
Devil May Cry,2007,18+,7.1,none
The Four: Battle for Stardom,2018,none,4.1,17%
All Saints,1998,16+,7,none
Bring It!,2014,7+,6.6,none
Beck,1997,none,7.4,none
Maken-Ki! Battling Venus,2011,18+,6.2,none
Designing Women,1986,7+,7,none
Kämpfer,2009,18+,6.2,none
Hunter,1984,7+,6.8,none
Worst Cooks in America,2010,all,6.4,none
Barbarians Rising,2016,18+,7.8,none
Cake Boss,2009,7+,6.6,none
Bering Sea Gold,2012,all,6.6,none
The Real Housewives of New York City,2008,16+,4.3,none
Itazura na Kiss,2008,none,7.5,none
Aesthetica of a Rogue Hero,2012,18+,7.2,none
Mysteries at the Museum,2010,7+,8.1,none
Blood Lad,2013,16+,7.1,none
7th Heaven,1996,7+,5.2,none
Voyage to the Bottom of the Sea,1964,7+,7.2,none
Reef Break,2019,7+,5.9,33%
The Dana Carvey Show,1996,none,7.3,80%
Primeval: New World,2012,16+,6.5,none
Pramface,2012,16+,7.6,none
Classroom of the Elite,2017,16+,7.4,none
The Slap,2015,16+,7.6,67%
The Moodys,2019,16+,6.6,62%
Dietland,2018,16+,6.4,81%
Son of Zorn,2016,16+,6.7,58%
Buzzfeed Unsolved: Supernatural,2016,none,8.7,none
Devils Line,2018,18+,6.8,none
Say Yes to the Dress,2007,7+,5.6,none
Father Knows Best,1954,all,7.4,none
Beyond the Boundary,2013,16+,7.3,none
BuzzFeed Unsolved - True Crime,2016,none,8.9,none
Marido en Alquiler,2013,none,8.4,none
Hollywood Game Night,2013,7+,7.3,none
Dog with a Blog,2012,all,4.8,none
Disappeared,2010,16+,8,none
Party of Five,2020,none,5.3,none
Date a Live,2013,18+,7,none
Total Divas,2013,16+,6.5,none
Golden Time,2013,16+,7.5,none
Bloom,2019,18+,6.6,none
Hunter Street,2017,all,6.8,none
Daniel Deronda,2002,none,7.2,none
Good Doctor,2013,none,8.1,none
90 Day Fiancé: Happily Ever After?,2016,16+,6.3,none
Outmatched,2020,7+,5.6,22%
The Passing Bells,2014,none,6.9,none
Kingdom,2012,16+,8,none
Wise Man’s Grandchild,2019,16+,6.7,none
Blast of Tempest,2012,16+,7.6,none
The Bachelorette,2003,16+,3.4,62%
Swamp People,2010,7+,6.3,none
Undercover Boss,2010,7+,5.8,none
Doc McStuffins,2012,all,6.7,none
Dante's Cove,2005,18+,6,none
Axe Cop,2013,18+,7.4,70%
The Smile Has Left Your Eyes,2018,all,7.4,none
Pure,2017,16+,7,none
Zomboat!,2019,none,6.9,none
